ICAO;IATA;Name;City;Country;Lattitude Degrees;Lattitude Minutes;Lattitude Seconds;Lattitude Direction;Longitude Degrees;Longitude Minutes;Longitude Seconds;Longitude Direction;Altitude
HKES;N/A;N/A;ELIYE SPRINGS;KENYA;0;0;0;U;0;0;0;U;0
HKFG;FER;N/A;KALOKOL;KENYA;0;0;0;U;0;0;0;U;0
HKGA;GAS;GARISSA;GARISSA;KENYA;0;27;48;S;39;38;53;E;145
HKGT;N/A;N/A;GARBA TULA;KENYA;0;0;0;U;0;0;0;U;0
HKHB;N/A;N/A;HOMA BAY;KENYA;0;0;0;U;0;0;0;U;0
HKHO;N/A;N/A;HOLA;KENYA;0;0;0;U;0;0;0;U;0
HKIS;N/A;ISIOLO;ISIOLO;KENYA;0;20;21;N;37;35;27;E;1066
HKKA;N/A;N/A;KABARAK;KENYA;0;0;0;U;0;0;0;U;0
HKKE;N/A;N/A;KEEKOROK;KENYA;0;0;0;U;0;0;0;U;0
HKKG;N/A;KAKAMEGA;KAKAMEGA;KENYA;0;16;16;N;34;47;14;E;1531
HKKI;KIS;KISUMU;KISUMU;KENYA;0;5;10;S;34;43;44;E;1209
HKKL;ILU;N/A;KILAGUNI;KENYA;0;0;0;U;0;0;0;U;0
HKKR;KEY;N/A;KERICHO;KENYA;0;0;0;U;0;0;0;U;0
HKKS;N/A;N/A;KISII;KENYA;0;0;0;U;0;0;0;U;0
HKKT;KTL;KITALE;KITALE;KENYA;0;58;19;N;34;57;30;E;1851
HKLG;N/A;N/A;LOKITAUNG;KENYA;0;0;0;U;0;0;0;U;0
HKLK;N/A;LOKICHOGGIO;LOKICHOGGIO;KENYA;4;12;15;N;34;20;53;E;461
HKLO;LOK;LODWAR;LODWAR;KENYA;3;7;19;N;35;36;31;E;523
HKLT;N/A;N/A;LOITOKITOK;KENYA;0;0;0;U;0;0;0;U;0
HKLU;LAU;LAMU MANDA;LAMU;KENYA;2;15;8;S;40;54;47;E;7
HKLY;LOY;LOYENGALANI;LOYANGALANI;KENYA;2;45;47;N;36;43;6;E;365
HKMA;NDE;MANDERA;MANDERA;KENYA;3;56;1;N;41;50;39;E;246
HKMB;RBT;MARSABIT;MARSABIT;KENYA;2;20;42;N;37;59;57;E;1340
HKMG;N/A;N/A;MAGADI;KENYA;0;0;0;U;0;0;0;U;0
HKMI;N/A;N/A;MARALAL;KENYA;0;0;0;U;0;0;0;U;0
HKMK;N/A;MULIKA;MERU;KENYA;0;13;49;N;38;10;13;E;680
HKML;MYD;MALINDI;MALINDI;KENYA;3;13;45;S;40;6;6;E;25
HKMO;MBA;MOI INTERNATIONAL;MOMBASA;KENYA;4;2;5;S;39;35;39;E;61
HKMR;N/A;N/A;MACKINNON ROAD;KENYA;0;0;0;U;0;0;0;U;0
HKMT;N/A;N/A;MITITO ANDEI;KENYA;0;0;0;U;0;0;0;U;0
HKMU;N/A;N/A;MAKINDU;KENYA;0;0;0;U;0;0;0;U;0
HKMY;OYL;MOYALE LOWER;MOYALE LOWER;KENYA;3;28;11;N;39;6;5;E;851
HKNA;NBO;N/A;NAIROBI;KENYA;0;0;0;U;0;0;0;U;0
HKNI;NYE;NYERI;NYERI;KENYA;0;22;8;S;36;58;48;E;1777
HKNK;NUU;N/A;NAKURU;KENYA;0;0;0;U;0;0;0;U;0
HKNO;N/A;N/A;NAROK;KENYA;0;0;0;U;0;0;0;U;0
HKNV;N/A;NAIVASHA;NAIVASHA;KENYA;0;47;16;S;36;26;0;E;1945
HKNW;WIL;NAIROBI WILSON;NAIROBI;KENYA;1;19;18;S;36;48;53;E;1688
HKNY;NYK;NANYUKI;NANYUKI;KENYA;0;3;39;S;37;2;19;E;1905
HKRE;N/A;NAIROBI EASTLEIGH;NAIROBI;KENYA;1;16;38;S;36;51;44;E;1640
HKSA;N/A;N/A;EMBAKASI;KENYA;0;0;0;U;0;0;0;U;0
HKSB;UAS;N/A;SAMBURU;KENYA;0;0;0;U;0;0;0;U;0
HKVO;N/A;N/A;VOI;KENYA;0;0;0;U;0;0;0;U;0
HKWJ;WJR;WAJIR;WAJIR;KENYA;1;43;59;N;40;5;29;E;235
HLFL;N/A;BU ATTIFEL;BUATTIFEL;LIBYA;28;47;43;N;22;4;51;E;50
HLGL;N/A;WAREHOUSE 59E;GIALLO;LIBYA;28;38;18;N;21;26;16;E;100
HLGT;GHT;GHAT;GHAT;LIBYA;25;8;44;N;10;8;33;E;700
HLKF;AKF;KUFRA;KUFRA;LIBYA;24;10;43;N;23;18;50;E;417
HLLB;BEN;BENINA;BENGHAZI;LIBYA;32;5;48;N;20;16;10;E;132
HLLO;N/A;N/A;METEGA;LIBYA;0;0;0;U;0;0;0;U;0
HLLQ;N/A;EL BEIDA;EL BEIDA;LIBYA;32;47;19;N;21;57;51;E;658
HLLS;SEB;SEBHA;SEBHA;LIBYA;26;59;13;N;14;28;21;E;435
HLLT;TIP;TRIPOLI INTERNATIONAL;TRIPOLI;LIBYA;32;39;48;N;13;9;32;E;81
HLMB;N/A;MARSA BREGA;MARSA BREGA;LIBYA;30;22;41;N;19;34;35;E;16
HLNF;N/A;RAS LANUF OIL;RAS LANOUF V 40;LIBYA;30;30;0;N;18;31;37;E;13
HLON;N/A;HON;HON;LIBYA;29;6;36;N;15;57;56;E;281
HLRA;N/A;DAHRA;DAHRA;LIBYA;29;28;11;N;17;55;52;E;321
HLRF;N/A;N/A;JAREF;LIBYA;0;0;0;U;0;0;0;U;0
HLSD;N/A;N/A;ESSIDER;LIBYA;0;0;0;U;0;0;0;U;0
HLTD;LTD;GHADAMES EAST;GHADAMES;LIBYA;30;9;6;N;9;42;55;E;342
HLZA;N/A;ZELLA 74;ZELLA 74;LIBYA;28;35;24;N;17;17;39;E;331
HRYG;GYI;GISENYI;GISENYI;RWANDA;1;40;37;S;29;15;31;E;1554
HRYI;N/A;N/A;BUTARE;RWANDA;0;0;0;U;0;0;0;U;0
HRYN;N/A;N/A;NEMBA;RWANDA;0;0;0;U;0;0;0;U;0
HRYO;N/A;N/A;GABIRO;RWANDA;0;0;0;U;0;0;0;U;0
HRYR;KGL;KIGALI INTERNATIONAL;KIGALI;RWANDA;1;58;7;S;30;8;22;E;1492
HRYU;RHG;N/A;RUHENGERI;RWANDA;0;0;0;U;0;0;0;U;0
HRZA;KME;KAMEMBE;KAMEMBE;RWANDA;2;27;44;S;28;54;28;E;1592
HSAK;N/A;N/A;AKOBO;SUDAN;0;0;0;U;0;0;0;U;0
HSAT;ATB;N/A;ATBARA;SUDAN;0;0;0;U;0;0;0;U;0
HSAW;N/A;N/A;AWEIL;SUDAN;0;0;0;U;0;0;0;U;0
HSBR;N/A;N/A;BOR;SUDAN;0;0;0;U;0;0;0;U;0
HSBT;N/A;N/A;BENTU;SUDAN;0;0;0;U;0;0;0;U;0
HSCG;N/A;N/A;ERKOWIT;SUDAN;0;0;0;U;0;0;0;U;0
HSCN;EGN;N/A;GENEINA;SUDAN;0;0;0;U;0;0;0;U;0
HSDB;N/A;N/A;DEBBA;SUDAN;0;0;0;U;0;0;0;U;0
HSDL;N/A;N/A;DILLING;SUDAN;0;0;0;U;0;0;0;U;0
HSDM;N/A;N/A;DUEIM;SUDAN;0;0;0;U;0;0;0;U;0
HSDN;DOG;DONGOLA;DONGOLA;SUDAN;19;9;13;N;30;25;48;E;236
HSDZ;N/A;DAMAZIN;DAMAZIN;SUDAN;11;47;9;N;34;20;11;E;478
HSFS;ELF;EL FASHER;EL FASHER;SUDAN;13;36;54;N;25;19;29;E;733
HSGF;N/A;N/A;GEDAREF;SUDAN;0;0;0;U;0;0;0;U;0
HSGG;N/A;N/A;DINDER;SUDAN;0;0;0;U;0;0;0;U;0
HSGO;N/A;N/A;GOGERIAL;SUDAN;0;0;0;U;0;0;0;U;0
HSKA;KSL;KASSALA;KASSALA;SUDAN;15;23;9;N;36;19;41;E;509
HSKG;N/A;N/A;KHASHIM EL GIRBA;SUDAN;0;0;0;U;0;0;0;U;0
HSKI;N/A;N/A;KOSTI;SUDAN;0;0;0;U;0;0;0;U;0
HSKJ;N/A;N/A;KAGO KAJU;SUDAN;0;0;0;U;0;0;0;U;0
HSKP;N/A;N/A;KAPOETA;SUDAN;0;0;0;U;0;0;0;U;0
HSLI;N/A;N/A;KADUGLI;SUDAN;0;0;0;U;0;0;0;U;0
HSLR;N/A;N/A;LIRANGU;SUDAN;0;0;0;U;0;0;0;U;0
HSMD;N/A;N/A;MARIDI;SUDAN;0;0;0;U;0;0;0;U;0
HSMK;N/A;N/A;RUMBEK;SUDAN;0;0;0;U;0;0;0;U;0
HSMR;MWE;N/A;MEROWE;SUDAN;0;0;0;U;0;0;0;U;0
HSNA;N/A;N/A;NASIR;SUDAN;0;0;0;U;0;0;0;U;0
HSND;N/A;N/A;SHENDI;SUDAN;0;0;0;U;0;0;0;U;0
HSNH;N/A;N/A;NAHUD;SUDAN;0;0;0;U;0;0;0;U;0
HSNL;UYL;NYALA;NYALA;SUDAN;12;3;13;N;24;57;19;E;656
HSNM;N/A;N/A;NIMULE;SUDAN;0;0;0;U;0;0;0;U;0
HSNR;N/A;N/A;SENNAR;SUDAN;0;0;0;U;0;0;0;U;0
HSNW;N/A;N/A;NEW HALFA;SUDAN;0;0;0;U;0;0;0;U;0
HSOB;EBD;EL OBEID;EL OBEID;SUDAN;13;9;11;N;30;13;57;E;574
HSPA;N/A;N/A;PACHELLA;SUDAN;0;0;0;U;0;0;0;U;0
HSPI;N/A;N/A;PIBOR;SUDAN;0;0;0;U;0;0;0;U;0
HSRJ;N/A;N/A;RAGA;SUDAN;0;0;0;U;0;0;0;U;0
HSRN;N/A;N/A;RENK;SUDAN;0;0;0;U;0;0;0;U;0
HSSJ;JUB;JUBA;JUBA;SUDAN;4;52;19;N;31;36;4;E;460
HSSM;MAK;MALAKAL;MALAKAL;SUDAN;9;33;31;N;31;39;9;E;388
HSSP;PZU;PORT SUDAN;PORT SUDAN;SUDAN;19;34;35;N;37;12;57;E;4
HSSS;KRT;KHARTOUM;KHARTOUM;SUDAN;15;35;22;N;32;33;11;E;385
HSSW;N/A;N/A;WADI HALFA;SUDAN;0;0;0;U;0;0;0;U;0
HSTO;N/A;N/A;TONG;SUDAN;0;0;0;U;0;0;0;U;0
HSTR;N/A;N/A;TORIT;SUDAN;0;0;0;U;0;0;0;U;0
HSTU;N/A;N/A;TUMBURA;SUDAN;0;0;0;U;0;0;0;U;0
HSWW;WUU;WAU;WAU;SUDAN;7;43;32;N;27;58;46;E;433
HSYA;N/A;N/A;YAMBIO;SUDAN;0;0;0;U;0;0;0;U;0
HSYE;N/A;N/A;YEI;SUDAN;0;0;0;U;0;0;0;U;0
HSYL;N/A;N/A;YIROL;SUDAN;0;0;0;U;0;0;0;U;0
HSZA;N/A;N/A;ZALINGEI;SUDAN;0;0;0;U;0;0;0;U;0
HTAR;ARK;ARUSHA;ARUSHA;TANZANIA;3;22;4;S;36;38;0;E;1387
HTBU;BKZ;N/A;BUKOBA;TANZANIA;0;0;0;U;0;0;0;U;0
HTDA;DAR;DAR ES SALAAM;DAR ES SALAAM;TANZANIA;6;52;41;S;39;12;9;E;56
HTDO;DOD;DODOMA;DODOMA;TANZANIA;6;10;13;S;35;45;9;E;1109
HTFI;N/A;N/A;FORT IKOMA;TANZANIA;0;0;0;U;0;0;0;U;0
HTIR;IRI;IRINGA;IRINGA;TANZANIA;7;40;7;S;35;45;7;E;1426
HTKA;N/A;N/A;KIGOMA;TANZANIA;0;0;0;U;0;0;0;U;0
HTKI;N/A;N/A;KILWA MASOKO;TANZANIA;0;0;0;U;0;0;0;U;0
HTKJ;JRO;KILIMANJARO INTERNATIONAL;KILIMANJARO;TANZANIA;3;25;45;S;37;4;28;E;894
HTKO;N/A;N/A;KONGWA;TANZANIA;0;0;0;U;0;0;0;U;0
HTKT;N/A;N/A;KILIMATINDE;TANZANIA;0;0;0;U;0;0;0;U;0
HTLI;LDI;N/A;LINDI;TANZANIA;0;0;0;U;0;0;0;U;0
HTLM;N/A;LAKE MANYARA;LAKE MANYARA;TANZANIA;3;22;34;S;35;49;5;E;1265
HTLO;N/A;N/A;LOBO WILDLIFE LODGE;TANZANIA;0;0;0;U;0;0;0;U;0
HTMA;MFA;N/A;MAFIA;TANZANIA;0;0;0;U;0;0;0;U;0
HTMB;N/A;N/A;MBEYA;TANZANIA;0;0;0;U;0;0;0;U;0
HTMD;N/A;MWADUI;MWADUI;TANZANIA;3;30;51;S;33;37;8;E;1211
HTMG;N/A;N/A;MOROGORO;TANZANIA;0;0;0;U;0;0;0;U;0
HTMI;N/A;N/A;MASASI;TANZANIA;0;0;0;U;0;0;0;U;0
HTMK;N/A;N/A;MIKUMI;TANZANIA;0;0;0;U;0;0;0;U;0
HTMO;N/A;N/A;MOMBO;TANZANIA;0;0;0;U;0;0;0;U;0
HTMP;N/A;N/A;MPANDA;TANZANIA;0;0;0;U;0;0;0;U;0
HTMR;N/A;N/A;MSEMBE-RUAHA;TANZANIA;0;0;0;U;0;0;0;U;0
HTMS;QSI;MOSHI;MOSHI;TANZANIA;3;21;46;S;37;19;24;E;854
HTMT;MYW;MTWARA;MTWARA;TANZANIA;10;20;20;S;40;10;54;E;114
HTMU;MUZ;N/A;MUSOMA;TANZANIA;0;0;0;U;0;0;0;U;0
HTMW;MWZ;MWANZA;MWANZA;TANZANIA;2;26;40;S;32;55;57;E;1147
HTMX;N/A;N/A;MPWAPWA;TANZANIA;0;0;0;U;0;0;0;U;0
HTNA;NCH;N/A;NACHINGWEA;TANZANIA;0;0;0;U;0;0;0;U;0
HTNG;N/A;NGERENGERE;NGERENGERE;TANZANIA;6;43;2;S;38;9;13;E;226
HTNJ;N/A;N/A;NJOMBE;TANZANIA;0;0;0;U;0;0;0;U;0
HTPE;PMA;PEMBA;PEMBA;TANZANIA;5;15;26;S;39;48;41;E;25
HTSD;N/A;N/A;SINGIDA;TANZANIA;0;0;0;U;0;0;0;U;0
HTSE;N/A;N/A;SAME;TANZANIA;0;0;0;U;0;0;0;U;0
HTSH;N/A;N/A;MAFINGA;TANZANIA;0;0;0;U;0;0;0;U;0
HTSN;N/A;N/A;SERONERA;TANZANIA;0;0;0;U;0;0;0;U;0
HTSO;SGX;N/A;SONGEA;TANZANIA;0;0;0;U;0;0;0;U;0
HTSU;SUT;N/A;SUMBAWANGA;TANZANIA;0;0;0;U;0;0;0;U;0
HTSY;SHY;N/A;SHINYANGA;TANZANIA;0;0;0;U;0;0;0;U;0
HTTB;TBO;N/A;TABORA;TANZANIA;0;0;0;U;0;0;0;U;0
HTTG;TGT;TANGA;TANGA;TANZANIA;5;5;32;S;39;4;16;E;40
HTTU;N/A;N/A;TUNDURU;TANZANIA;0;0;0;U;0;0;0;U;0
HTUR;N/A;N/A;URAMBO;TANZANIA;0;0;0;U;0;0;0;U;0
HTWH;N/A;N/A;WAZO HILL;TANZANIA;0;0;0;U;0;0;0;U;0
HTWK;N/A;N/A;NGARE NAIROBI;TANZANIA;0;0;0;U;0;0;0;U;0
HTZA;ZNZ;ZANZIBAR;ZANZIBAR;TANZANIA;6;13;19;S;39;13;29;E;17
HUAR;RUA;N/A;ARUA;UGANDA;0;0;0;U;0;0;0;U;0
HUEN;EBB;ENTEBBE INTERNATIONAL;ENTEBBE;UGANDA;0;2;32;N;32;26;36;E;1153
HUFP;N/A;N/A;FORT PORTAL;UGANDA;0;0;0;U;0;0;0;U;0
HUGU;N/A;GULU;GULU;UGANDA;2;48;20;N;32;16;18;E;1070
HUJI;N/A;N/A;JINJA;UGANDA;0;0;0;U;0;0;0;U;0
HUKB;N/A;N/A;KABALE;UGANDA;0;0;0;U;0;0;0;U;0
HUKF;N/A;N/A;KABALEGA FALLS;UGANDA;0;0;0;U;0;0;0;U;0
HUKS;KSE;N/A;KASESE;UGANDA;0;0;0;U;0;0;0;U;0
HULA;N/A;N/A;LAKE GEORGE;UGANDA;0;0;0;U;0;0;0;U;0
HULI;N/A;N/A;LIRA;UGANDA;0;0;0;U;0;0;0;U;0
HUMA;N/A;N/A;MBARARA;UGANDA;0;0;0;U;0;0;0;U;0
HUMI;N/A;N/A;MASINDI;UGANDA;0;0;0;U;0;0;0;U;0
HUMO;N/A;N/A;MOROTO;UGANDA;0;0;0;U;0;0;0;U;0
HUNA;N/A;N/A;NAMULONGE;UGANDA;0;0;0;U;0;0;0;U;0
HUSO;SRT;SOROTI;SOROTI;UGANDA;1;43;39;N;33;37;22;E;1127
HUTO;N/A;N/A;TORORO;UGANDA;0;0;0;U;0;0;0;U;0
IOAS;N/A;N/A;SAFI ABAD;IRAN;0;0;0;U;0;0;0;U;0
IOFZ;N/A;N/A;NATANZ;IRAN;0;0;0;U;0;0;0;U;0
IOHS;N/A;N/A;HAMADAN;IRAN;0;0;0;U;0;0;0;U;0
IOHU;N/A;N/A;TOOYSERKAN;IRAN;0;0;0;U;0;0;0;U;0
IONV;N/A;N/A;TONKABON;IRAN;0;0;0;U;0;0;0;U;0
IOYQ;N/A;N/A;KHEZR ABAD;IRAN;0;0;0;U;0;0;0;U;0
JAPN;N/A;N/A;UTSUNOMIYA;JAPAN;0;0;0;U;0;0;0;U;0
KABI;ABI;ABILENE RGNL;ABILENE;USA;32;24;40;N;99;40;54;W;546
KABQ;ABQ;N/A;ALBUQUERQUE;USA;0;0;0;U;0;0;0;U;0
KACK;ACK;NANTUCKET MEM;NANTUCKET;USA;41;15;10;N;70;3;36;W;15
KACT;ACT;WACO RGNL;WACO;USA;31;36;40;N;97;13;49;W;158
KACY;ACY;ATLANTIC CITY INTERNATIONAL;ATLANTIC CITY;USA;39;27;27;N;74;34;37;W;23
KADM;ADM;ARDMORE MUNI;ARDMORE;USA;34;18;11;N;97;1;10;W;233
KADW;ADW;ANDREWS AFB;CAMP SPRINGS;USA;38;48;38;N;76;52;1;W;86
KAEX;AEX;ALEXANDRIA INTERNATIONAL;ALEXANDRIA;USA;31;19;38;N;92;32;54;W;28
KAFB;N/A;N/A;SHEPPARD;USA;0;0;0;U;0;0;0;U;0
KAGS;AGS;AUGUSTA RGNL AT BUSH FLD;BUSH FIELD;USA;33;22;11;N;81;57;52;W;44
KAKR;AKR;AKRON FULTON INTERNATIONAL;AKRON;USA;41;2;15;N;81;28;0;W;326
KALB;ALB;ALBANY INTERNATIONAL;ALBANY;USA;42;44;53;N;73;48;10;W;87
KALC;N/A;N/A;LIME ACRES;SOUTH AFRICA;0;0;0;U;0;0;0;U;0
KALI;ALI;ALICE INTERNATIONAL;ALICE;USA;27;44;27;N;98;1;37;W;55
KAMA;AMA;AMARILLO INTERNATIONAL;AMARILLO;USA;35;13;9;N;101;42;21;W;1100
KANB;ANB;ANNISTON METROPOLITAN;ANNISTON;USA;33;35;17;N;85;51;29;W;187
KAND;AND;ANDERSON RGNL;ANDERSEN;USA;34;29;42;N;82;42;33;W;239
KAOO;AOO;ALTOONA BLAIR CO;ALTOONA;USA;40;17;47;N;78;19;12;W;459
KAPG;APG;PHILLIPS AAF;ABERDEEN;USA;39;27;58;N;76;10;10;W;18
KARA;ARA;ACADIANA REGIONAL;LOUISIANA;USA;30;2;15;N;91;53;2;W;8
KART;ART;WATERTOWN INTERNATIONAL;WATERTOWN;USA;43;59;30;N;76;1;18;W;100
KATL;ATL;THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL;ATLANTA;USA;33;38;25;N;84;25;37;W;313
KAUG;AUG;AUGUSTA STATE;AUGUSTA;USA;44;19;14;N;69;47;50;W;108
KAUS;AUS;AUSTIN BERGSTROM INTERNATIONAL;AUSTIN;USA;30;11;40;N;97;40;11;W;166
KAYE;N/A;N/A;FORT DEVENS;USA;0;0;0;U;0;0;0;U;0
KBAB;BAB;BEALE AFB;MARYSVILLE;USA;39;8;9;N;121;26;11;W;35
KBAD;BAD;BARKSDALE AFB;SHREVEPORT;USA;32;30;6;N;93;39;45;W;51
KBCT;BCT;BOCA RATON;BOCA RATON;USA;26;22;42;N;80;6;27;W;4
KBDE;BDE;BAUDETTE INTERNATIONAL;BAUDETTE;USA;48;43;42;N;94;36;44;W;332
KBDL;BDL;BRADLEY INTERNATIONAL;WINDSOR LOCKS;USA;41;56;20;N;72;40;59;W;53
KBDR;BDR;IGOR I SIKORSKY MEM;STRATFORD;USA;41;9;48;N;73;7;34;W;3
KBED;BED;LAURENCE G HANSCOM FLD;BEDFORD;USA;42;28;11;N;71;17;20;W;41
KBFI;BFI;BOEING FLD KING CO INTERNATIONAL;SEATTLE;USA;47;31;47;N;122;18;7;W;6
KBFL;BFL;MEADOWS FLD;BAKERSFIELD;USA;35;26;0;N;119;3;24;W;155
KBFM;BFM;MOBILE DOWNTOWN;MOBILE;USA;30;37;35;N;88;4;4;W;8
KBGR;BGR;BANGOR INTERNATIONAL;BANGOR;USA;44;48;26;N;68;49;41;W;59
KBGS;N/A;N/A;BIG SPRINGS;USA;0;0;0;U;0;0;0;U;0
KBHM;BHM;BIRMINGHAM INTERNATIONAL;BIRMINGHAM;USA;33;33;46;N;86;45;12;W;197
KBIF;BIF;BIGGS AAF;EL PASO;USA;31;50;58;N;106;22;48;W;1203
KBIX;BIX;KEESLER AFB;BILOXI;USA;30;24;39;N;88;55;25;W;11
KBKF;BKF;BUCKLEY AFB;BUCKLEY;USA;39;42;6;N;104;45;5;W;1726
KBLI;BLI;BELLINGHAM INTERNATIONAL;BELLINGHAM;USA;48;47;33;N;122;32;15;W;52
KBLV;BLV;SCOTT AFB MIDAMERICA;BELLEVILLE;USA;38;32;42;N;89;50;6;W;140
KBNA;BNA;NASHVILLE INTERNATIONAL;NASHVILLE;USA;36;7;28;N;86;40;41;W;183
KBOF;N/A;N/A;WASHINGTON;USA;0;0;0;U;0;0;0;U;0
KBOI;BOI;BOISE AIR TERMINAL;BOISE;USA;43;33;51;N;116;13;22;W;876
KBOS;BOS;GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL;BOSTON;USA;42;21;51;N;71;0;18;W;6
KBPT;BPT;SOUTHEAST TEXAS RGNL;BEAUMONT;USA;29;57;3;N;94;1;14;W;5
KBRO;BRO;BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL;BROWNSVILLE;USA;25;54;24;N;97;25;33;W;7
KBSM;N/A;N/A;AUSTIN;USA;0;0;0;U;0;0;0;U;0
KBTR;BTR;BATON ROUGE METRO RYAN FLD;BATON ROUGE;USA;30;31;59;N;91;8;58;W;22
KBTV;BTV;BURLINGTON INTERNATIONAL;BURLINGTON;USA;44;28;18;N;73;9;11;W;103
KBUF;BUF;BUFFALO NIAGARA INTERNATIONAL;BUFFALO;USA;42;56;25;N;78;43;55;W;221
KBUR;BUR;BURBANK GLENDALE PASADENA;BURBANK;USA;34;12;2;N;118;21;31;W;238
KBWI;BWI;BALTIMORE WASHINGTON INTERNATIONAL;BALTIMORE;USA;39;10;31;N;76;40;6;W;45
KBYH;BYH;ARKANSAS INTERNATIONAL;BLYTHEVILLE;USA;35;57;51;N;89;56;36;W;77
KBYS;BYS;BICYCLE LAKE AAF;FORT IRWIN;USA;35;16;49;N;116;37;48;W;717
KCAE;CAE;COLUMBIA METROPOLITAN;COLOMBIA;USA;33;56;19;N;81;7;10;W;72
KCAR;CAR;CARIBOU MUNI;CARIBOU;USA;46;52;17;N;68;1;4;W;191
KCBM;CBM;COLUMBUS AFB;COLOMBUS;USA;33;38;38;N;88;26;37;W;67
KCDC;CDC;CEDAR CITY RGNL;CEDAR CITY;USA;37;42;3;N;113;5;55;W;1714
KCDS;CDS;CHILDRESS MUNI;CHILDRESS;USA;34;26;1;N;100;17;17;W;596
KCEF;CEF;WESTOVER ARB METROPOLITAN;CHICOPEE FALLS;USA;42;11;53;N;72;32;3;W;75
KCEW;CEW;BOB SIKES;CRESTVIEW;USA;30;46;43;N;86;31;19;W;65
KCFD;CFD;COULTER FLD;BRYAN;USA;30;42;56;N;96;19;52;W;112
KCGJ;N/A;N/A;MCCONNELL;USA;0;0;0;U;0;0;0;U;0
KCHA;CHA;LOVELL FLD;CHATTANOOGA;USA;35;2;7;N;85;12;13;W;208
KCHD;N/A;N/A;CHANDLER;USA;0;0;0;U;0;0;0;U;0
KCHS;CHS;CHARLESTON AFB INTERNATIONAL;CHARLESTON;USA;32;53;55;N;80;2;25;W;14
KCIC;CIC;CHICO MUNI;CHICO;USA;39;47;43;N;121;51;30;W;73
KCLE;CLE;CLEVELAND HOPKINS INTERNATIONAL;CLEVELAND;USA;41;24;42;N;81;50;59;W;242
KCLL;CLL;EASTERWOOD FLD;COLLEGE STATION;USA;30;35;18;N;96;21;49;W;98
KCLT;CLT;CHARLOTTE DOUGLAS INTERNATIONAL;CHARLOTTE;USA;35;12;50;N;80;56;35;W;229
KCMH;CMH;PORT COLUMBUS INTERNATIONAL;COLUMBUS;USA;39;59;52;N;82;53;30;W;249
KCNM;CNM;CAVERN CITY AIR TERMINAL;CARLSBAD;USA;32;20;14;N;104;15;47;W;1005
KCNW;CNW;TSTC WACO;WACO;USA;31;38;16;N;97;4;26;W;144
KCOF;COF;PATRICK AFB;COCO BEACH;USA;28;14;5;N;80;36;36;W;3
KCOS;COS;CITY OF COLORADO SPRINGS MUNI;COLORADO SPRINGS;USA;38;48;20;N;104;42;0;W;1885
KCOT;COT;COTULLA LA SALLE CO;COTULLA;USA;28;27;29;N;99;13;12;W;146
KCOU;COU;COLUMBIA RGNL;COLUMBIA;USA;38;49;5;N;92;13;10;W;271
